@relation data/jdt-original.csv-weka.filters.unsupervised.attribute.Remove-R1

@attribute WCHU_fanIn numeric
@attribute WCHU_numberOfAttributesInherited numeric
@attribute numberOfNonTrivialBugsFoundUntil numeric
@attribute WCHU_numberOfPrivateAttributes numeric
@attribute LDHH_numberOfPrivateMethods numeric
@attribute ck_oo_numberOfPublicMethods numeric
@attribute CvsLinEntropy numeric
@attribute WCHU_numberOfPublicAttributes numeric
@attribute WCHU_numberOfAttributes numeric
@attribute LDHH_numberOfMethodsInherited numeric
@attribute LDHH_rfc numeric
@attribute WCHU_noc numeric
@attribute ck_oo_noc numeric
@attribute ck_oo_numberOfLinesOfCode numeric
@attribute label {0,1}

@data
0.0,0.0,3.0,0.0,0.0,8.0,0.148538,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
8.13,1.02,19.0,0.0,0.0,19.0,0.153516,0.0,0.0,0.020306,0.014815,0.0,6.0,327.0,0
0.0,1.02,54.0,1.02,0.001751,29.0,0.217569,0.0,1.02,0.007752,0.040235,0.0,0.0,290.0,0
2.03,0.0,4.0,0.0,0.0,1.0,0.006975,1.01,1.01,0.002221,0.0,0.0,1.0,4.0,0
1.01,1.03,7.0,0.0,0.0,8.0,0.013049,0.0,1.01,0.025009,0.001805,1.01,1.0,57.0,0
1.01,1.01,10.0,0.0,0.000673,6.0,0.155078,0.0,0.0,0.003929,0.001453,0.0,0.0,123.0,0
0.0,23.66,2.0,0.0,0.0,5.0,0.012253,0.0,0.0,0.014073,0.0,0.0,0.0,85.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,0.0,3.0,0.0,0.0,8.0,0.148538,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0
1.01,0.0,1.0,0.0,0.0,2.0,0.007713,0.0,0.0,0.001487,0.0,2.02,5.0,0.0,0
0.0,2.03,0.0,0.0,0.0,4.0,0.006219,0.0,0.0,0.003558,0.0,0.0,0.0,13.0,0
0.0,0.0,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,17.0,0
1.01,0.0,2.0,0.0,0.0,8.0,0.041741,0.0,0.0,0.005758,0.013834,0.0,0.0,56.0,0
4.08,14.67,61.0,1.01,0.000822,290.0,0.107953,5.07,5.1,0.001487,0.023755,0.0,1.0,6017.0,1
2.04,0.0,2.0,0.0,0.0,6.0,0.008974,0.0,1.01,0.001487,0.001145,0.0,1.0,39.0,0
0.0,0.0,39.0,4.12,0.003816,0.0,0.079613,1.01,5.13,0.001487,0.013499,0.0,0.0,1117.0,0
1.01,23.66,4.0,0.0,0.0,5.0,0.132755,0.0,0.0,0.027085,0.0,0.0,2.0,52.0,0
1.01,0.0,15.0,0.0,0.000703,6.0,0.15624,0.0,0.0,0.001487,0.014987,0.0,0.0,560.0,1
0.0,23.66,2.0,0.0,0.0,3.0,0.013479,0.0,0.0,0.027085,0.000683,0.0,0.0,43.0,0
0.0,0.0,5.0,0.0,0.0,3.0,0.016977,0.0,0.0,0.001487,0.0,1.01,2.0,15.0,0
0.0,1.04,0.0,0.0,0.0,4.0,0.009324,1.01,1.01,0.00208,0.000772,0.0,0.0,17.0,0
0.0,0.0,0.0,0.0,0.0,14.0,0.007625,0.0,0.0,0.001487,0.0,0.0,0.0,42.0,0
4.04,9.2,15.0,0.0,0.0,23.0,0.185777,0.0,0.0,0.00474,0.02255,0.0,3.0,251.0,1
0.0,14.28,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.01224,0.0,0.0,0.0,6.0,0
0.0,1.01,3.0,0.0,0.0,2.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,67.0,0
0.0,23.64,4.0,0.0,0.0,9.0,0.017007,1.01,1.01,0.003869,0.00225,0.0,0.0,81.0,0
5.07,0.0,2.0,0.0,0.0,10.0,0.013293,0.0,0.0,0.001487,0.001731,0.0,0.0,127.0,0
0.0,0.0,3.0,0.0,0.0,3.0,0.135422,0.0,0.0,0.0,0.007685,0.0,0.0,77.0,1
0.0,8.09,17.0,0.0,0.00065,3.0,0.148013,0.0,0.0,0.015473,0.001899,0.0,0.0,57.0,0
2.03,1.12,6.0,0.0,0.0,0.0,0.011364,0.0,1.01,0.002666,0.002076,0.0,0.0,149.0,1
0.0,8.09,44.0,1.01,0.000481,7.0,0.209644,1.01,2.02,0.015473,0.012533,0.0,0.0,282.0,0
0.0,7.09,7.0,0.0,0.0,15.0,0.029411,0.0,0.0,0.001487,0.007303,0.0,2.0,137.0,0
0.0,5.0,6.0,0.0,0.0,13.0,0.170703,1.04,1.04,0.00753,0.008099,0.0,0.0,250.0,0
1.01,0.0,3.0,1.01,0.0,1.0,0.012161,0.0,1.01,0.006284,0.0018,0.0,0.0,32.0,0
1.01,1.01,3.0,0.0,0.0,9.0,0.011048,0.0,0.0,0.004821,0.00091,0.0,3.0,53.0,0
0.0,0.0,4.0,1.01,0.008746,3.0,0.079365,0.0,1.01,0.0,0.041312,0.0,0.0,648.0,1
0.0,1.01,4.0,1.01,0.0,3.0,0.168866,0.0,1.01,0.003929,0.0,0.0,0.0,63.0,0
0.0,23.63,0.0,0.0,0.0,5.0,0.011483,0.0,0.0,0.003497,0.00083,0.0,0.0,18.0,0
0.0,24.67,0.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.014073,0.0,0.0,0.0,32.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.005853,0.0,0.0,0.001487,0.0,0.0,0.0,79.0,0
1.01,8.19,1.0,0.0,0.0,5.0,0.007775,0.0,0.0,0.002695,0.0,1.01,1.0,21.0,0
2.02,0.0,0.0,0.0,0.0,3.0,0.003711,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0
0.0,6.04,5.0,0.0,0.0,10.0,0.171941,1.04,1.04,0.00753,0.009545,0.0,0.0,166.0,0
0.0,23.65,14.0,0.0,0.0,6.0,0.022914,1.01,1.01,0.002695,0.002055,0.0,0.0,192.0,0
1.01,9.2,3.0,0.0,0.0,2.0,0.011737,0.0,0.0,0.003609,0.0,0.0,0.0,9.0,0
23.26,15.15,55.0,0.0,0.003145,54.0,0.220092,0.0,1.1,0.002695,0.059202,0.0,3.0,773.0,1
0.0,0.0,13.0,0.0,0.0,22.0,0.183885,0.0,0.0,0.005047,0.003642,2.02,0.0,66.0,0
0.0,1.01,4.0,0.0,0.0,2.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,45.0,0
0.0,23.63,0.0,0.0,0.0,2.0,0.006219,0.0,0.0,0.002695,0.0,0.0,0.0,12.0,0
1.01,0.0,9.0,0.0,0.0,9.0,0.147282,0.0,0.0,0.001487,0.011006,0.0,1.0,30.0,0
0.0,0.0,39.0,4.12,0.003816,0.0,0.079613,1.01,5.13,0.001487,0.013499,0.0,0.0,1117.0,0
0.0,12.41,0.0,0.0,0.0,4.0,0.005718,0.0,0.0,0.004885,0.0,0.0,0.0,54.0,1
0.0,0.0,7.0,0.0,0.0,5.0,0.01769,0.0,0.0,0.006651,0.002797,0.0,0.0,207.0,0
0.0,0.0,2.0,1.01,0.0,0.0,0.112489,0.0,1.01,0.0,0.0,0.0,2.0,246.0,0
0.0,12.41,9.0,0.0,0.0,9.0,0.05047,0.0,0.0,0.00349,0.008121,0.0,1.0,139.0,1
0.0,0.0,5.0,0.0,0.0,8.0,0.015076,1.02,1.02,0.002288,0.003698,0.0,0.0,72.0,0
1.01,1.02,77.0,3.12,0.017429,57.0,0.221837,1.01,1.08,0.006477,0.068122,0.0,0.0,952.0,1
1.01,1.01,4.0,0.0,0.0,3.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,87.0,0
0.0,0.0,4.0,0.0,0.003312,1.0,0.058398,0.0,0.0,0.010253,0.003569,0.0,0.0,152.0,0
0.0,0.0,8.0,0.0,0.0,0.0,0.012148,0.0,0.0,0.001487,0.001865,0.0,0.0,144.0,0
0.0,1.12,32.0,0.0,0.0,3.0,0.049605,0.0,1.01,0.002455,0.007882,0.0,0.0,423.0,0
1.01,1.01,8.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,87.0,0
3.03,23.65,15.0,0.0,0.0,4.0,0.159214,1.01,1.01,0.002695,0.005899,1.01,2.0,189.0,0
0.0,14.14,24.0,0.0,0.000703,16.0,0.040046,1.01,1.04,0.018171,0.007906,0.0,0.0,1189.0,1
2.02,0.0,1.0,0.0,0.0,3.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,43.0,0
3.04,14.46,42.0,1.01,0.001463,9.0,0.19938,2.02,1.01,0.015294,0.018644,0.0,0.0,412.0,0
0.0,23.64,4.0,0.0,0.0,9.0,0.017007,1.01,1.01,0.003869,0.00225,0.0,0.0,81.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,16.66,4.0,0.0,0.0,5.0,0.005332,0.0,0.0,0.015087,0.000865,0.0,0.0,17.0,0
14.2,13.94,200.0,0.0,0.001548,60.0,0.29613,0.0,1.03,0.001487,0.127115,0.0,3.0,2877.0,1
0.0,0.0,7.0,1.01,0.0,6.0,0.017368,0.0,2.02,0.001487,0.0,0.0,1.0,92.0,0
1.01,0.0,11.0,0.0,0.0,3.0,0.153897,0.0,0.0,0.001487,0.013092,0.0,0.0,145.0,1
0.0,23.66,8.0,0.0,0.0,6.0,0.167801,0.0,0.0,0.014073,0.011718,0.0,1.0,72.0,0
4.06,23.65,2.0,0.0,0.0,5.0,0.015036,1.02,1.02,0.002695,0.001472,1.01,5.0,35.0,0
1.01,17.12,5.0,0.0,0.0,10.0,0.131131,0.0,0.0,0.060148,0.0,0.0,2.0,115.0,1
0.0,23.66,3.0,0.0,0.0,4.0,0.152618,0.0,0.0,0.027085,0.011554,0.0,0.0,35.0,0
1.01,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,96.0,0
2.02,1.01,5.0,2.03,0.0,4.0,0.141949,0.0,2.03,0.009737,0.007382,0.0,0.0,16.0,1
0.0,14.46,10.0,0.0,0.0,3.0,0.046806,1.01,1.02,0.016095,0.005289,0.0,0.0,166.0,1
1.01,1.01,8.0,0.0,0.0,3.0,0.154542,0.0,0.0,0.003929,0.0,0.0,0.0,72.0,0
0.0,1.01,2.0,0.0,0.0,3.0,0.128171,0.0,1.01,0.003558,0.000836,0.0,0.0,12.0,0
0.0,1.01,3.0,0.0,0.0,2.0,0.149865,0.0,0.0,0.005735,0.0,0.0,0.0,67.0,0
6.06,2.15,40.0,1.01,0.000747,31.0,0.209951,0.0,1.01,0.023263,0.03055,0.0,0.0,549.0,0
6.08,13.91,77.0,2.02,0.013913,6.0,0.260381,3.03,3.03,0.006676,0.053817,0.0,0.0,1091.0,1
2.03,0.0,1.0,0.0,0.0,5.0,0.178388,0.0,0.0,0.001487,0.013596,0.0,2.0,17.0,0
0.0,0.0,9.0,0.0,0.0,23.0,0.014502,0.0,0.0,0.005047,0.000845,0.0,0.0,368.0,0
3.03,0.0,4.0,0.0,0.0,8.0,0.007564,0.0,0.0,0.001487,0.000845,0.0,0.0,68.0,0
1.01,23.66,3.0,1.01,0.0,9.0,0.169321,0.0,1.05,0.027085,0.018103,1.03,0.0,63.0,0
0.0,0.0,2.0,0.0,0.0,6.0,0.007694,0.0,0.0,0.005047,0.0,0.0,2.0,82.0,0
0.0,0.0,1.0,0.0,0.0,6.0,0.127737,0.0,0.0,0.001487,0.003642,0.0,3.0,18.0,0
1.01,0.0,3.0,1.01,0.0,7.0,0.143062,0.0,0.0,0.001487,0.003686,0.0,0.0,70.0,0
1.01,0.0,2.0,0.0,0.0,23.0,0.135387,0.0,0.0,0.001487,0.007039,1.01,6.0,172.0,0
4.04,23.65,0.0,0.0,0.0,11.0,0.009281,0.0,0.0,0.002695,0.000743,0.0,3.0,57.0,0
1.01,1.01,7.0,0.0,0.0,5.0,0.154542,0.0,0.0,0.004821,0.0,0.0,0.0,96.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.003763,0.0,0.0,0.003131,0.0,0.0,0.0,3.0,0
1.01,0.0,12.0,1.01,0.0,9.0,0.13521,0.0,1.02,0.001487,0.003401,0.0,0.0,112.0,0
0.0,1.01,8.0,0.0,0.0,6.0,0.157858,0.0,0.0,0.004821,0.0,0.0,0.0,110.0,0
0.0,0.0,1.0,1.01,0.0,3.0,0.128231,0.0,1.01,0.001487,0.000845,0.0,0.0,80.0,0
2.05,4.09,5.0,1.03,0.001087,5.0,0.01192,1.01,1.02,0.001487,0.001734,0.0,0.0,19.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.006219,0.0,0.0,0.002221,0.0,0.0,0.0,3.0,0
0.0,0.0,15.0,0.0,0.0,6.0,0.031608,0.0,0.0,0.001487,0.0,0.0,0.0,233.0,0
1.01,1.04,2.0,0.0,0.0,1.0,0.03391,1.01,1.01,0.009479,0.011554,0.0,0.0,10.0,0
1.01,23.65,5.0,0.0,0.0,10.0,0.007694,0.0,0.0,0.002695,0.0,0.0,0.0,97.0,0
0.0,0.0,1.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,59.0,0
0.0,0.0,0.0,0.0,0.0,8.0,0.006219,0.0,0.0,0.001487,0.0,0.0,0.0,52.0,0
